_uf;_label;_level;efetivo_total;nascidos;vitimados;comprados;vendidos;confianca
BA;CARDEAL DA SILVA;municipio;;70.0;;145.0;;media
BA;CONDE;municipio;;136.0;;5276.0;;media
BA;ENTRE RIOS;municipio;;140.0;;140.0;;media
BA;ESPLANADA;municipio;;2818.0;;24178.0;;media
BA;ITANAGRA;municipio;;116.0;;34.0;;media
BA;JANDAIRA;municipio;;20.0;;69.0;;media
BA;RECONCAVO BAIANO;microrregiao;;41426.0;;1887256.0;;media
BA;AME LIA RODRIGUES;municipio;;2244.0;;3601.0;;media
BA;ARATUlE;municipio;;274.0;;4167.0;;media
BA;CACHOEIRA;municipio;;586.0;;301440.0;;media
BA;CONCEIÇÃO DA FEIRA;municipio;;370.0;;1300999.0;;media
BA;CONCEIÇÃO DO ALMEIDA;municipio;;362.0;;818.0;;media
BA;CONCEIÇÃO DO JACUIE;municipio;;551.0;;32838.0;;media
BA;CRUZ DAS ALMAS;municipio;;1213.0;;;;media
BA;DOM MACEDO COSTA;municipio;;56.0;;;;media
BA;GOVERNADOR MANGABEIRA;municipio;;264.0;;42310.0;;media
BA;ITAARICA;municipio;;40.0;;184.0;;media
BA;JAGUARlE;municipio;;310.0;;10319.0;;media
BA;MARAGOGIPE;municipio;;2525.0;;6012.0;;media
BA;MUNIZ FERREIRA;municipio;;238.0;;1092.0;;media
BA;MURITIBA;municipio;;;;;;media
BA;CAMAÇARI;municipio;;;52440.0;;230.0;media
BA;CANDEIAS;municipio;;;49.0;;;media
BA;CATU;municipio;;;60059.0;;120.0;media
BA;LAURO DE FREITAS;municipio;;;;;;media
BA;MATA OE SÃO JOÃO;municipio;;;1200.0;;30.0;media
BA;POJUCA;municipio;;;750.0;;;media
BA;SÃO FRANCISCO;municipio;0.0;306.0;245.0;50.0;1480.0;media
BA;SIMÕES FILHO;municipio;;;119140.0;;180.0;media
BA;LITORAL SUL BAIANO;mesorregiao;306980.0;56700.0;838.0;299072.0;;media
BA;TABULEIROS CE VALENÇA;microrregiao;;;75381.0;;92.0;media
BA;CAIRU;municipio;;;212.0;;;media
BA;CAMAMU;municipio;;;30.0;;40.0;media
BA;IBIRAPITANGA;municipio;;;;;;media
BA;ITUBERA;municipio;;;49.0;;;media
BA;MARAU;municipio;;;;;;media
BA;NILO PEÇANHA;municipio;;;;;;media
BA;TAPEROA;municipio;;;;;12.0;media
BA;VALENÇA;municipio;;;75090.0;;40.0;media
BA;ENCOSTA;microrregiao;14870.0;2956.0;50.0;8199.0;;media
BA;FIRMINO ALVES;municipio;;;15.0;;;media
BA;FLORESTA AZUL;municipio;;;;;;media
BA;IBICUI;municipio;;;14700.0;;;media
BA;IGUAi;municipio;;;;;50.0;media
BA;ITAGIBA;municipio;;;100.0;;;media
BA;ITAGIMIRIM;municipio;;;;;;media
BA;ITAJU;municipio;;;;;;media
BA;ITAPEBI;municipio;;;;;;media
BA;ITORORO;municipio;;;46.0;;;media
BA;PAU BRASIL;municipio;;;;;;media
BA;POTIRAGUA;municipio;;;;;;media
BA;CACAUEIRA;microrregiao;;;206124.0;;;media
BA;ALMACINA;municipio;;;;;;media
BA;AURELINO LEAL;municipio;;;;;;media
BA;BARRA;municipio;;;;;;media
BA;BARRO PRETO;municipio;;;15.0;;;media
BA;BELMONTE;municipio;;;15.0;;100.0;media
BA;BUERAREMA;municipio;;;250.0;;;media
BA;CAMACAN;municipio;;;70.0;;;media
BA;CANAVIEIRAS;municipio;;193.0;;;123.0;media
BA;COARACI;municipio;;140.0;;;25.0;media
BA;GANDU;municipio;234.0;2630.0;338.0;;;media
BA;GONGOGI;municipio;;;;;;media
BA;(BICARA(;municipio;;2177.0;;;1800.0;media
BA;IBIRATAIA;municipio;;131.0;;;819.0;media
BA;ILHEUS;municipio;;2993.0;;;208895.0;media
BA;IPIAU;municipio;;297.0;;;25.0;media
BA;ITABUNA;municipio;;900.0;;;5360.0;media
BA;ITACARE;municipio;;870.0;;;144.0;media
BA;ITA JUIPE;municipio;;15.0;;;;media
BA;ITAMAR(;municipio;;;;;;media
BA;(TAPE;municipio;;2573.0;;;3716.0;media
BA;(TAPITANGA;municipio;;30.0;;;;media
BA;MASCOTE;municipio;;92.0;;;;media
BA;TEOLANOIA;municipio;;3810.0;;;885.0;media
BA;UBAITABA;municipio;;;;;;media
BA;UBATÃ;municipio;;50.0;;;90.0;media
BA;URUÇUCA;municipio;;403.0;;;167.0;media
BA;WENCESLAU GUIMARÃES;municipio;;104.0;;;23.0;media
BA;INTERIORANA EXTREMO SUL OA BAHIA;microrregiao;;6923.0;;156.0;34238.0;media
BA;GUARAT I NGA;municipio;;389.0;;31.0;1385.0;media
BA;IBIRAPUÃ;municipio;;1274.0;;;4447.0;media
BA;ITAMARÀ.JU;municipio;;3448.0;;55.0;22230.0;media
BA;ITANHEM;municipio;;724.0;;;4002.0;media
BA;LA JEDÂO;municipio;;134.0;;70.0;465.0;media
BA;MEDEIROS NETO;municipio;;954.0;;;709.0;media
BA;LITORANEA DO EXTREMO SUL DA BAHIA;microrregiao;;10544.0;;325.0;18648.0;media
BA;ALCOBAÇA;municipio;;1272.0;;;1965.0;media
BA;CARAVELAS;municipio;;1008.0;;10.0;5447.0;media
BA;MUCURI;municipio;;990.0;;38.0;966.0;media
BA;NOVA VIÇOSA;municipio;;5136.0;;262.0;5926.0;media
BA;PORTO SEGURO;municipio;;743.0;;;1065.0;media
BA;PRADO;municipio;;595.0;;15.0;2789.0;media
BA;SANTA CRUZ CABRAL IA;municipio;;800.0;;;490.0;media
ES;TOTAIS;total;532.0;10597672.0;202997.0;6376434.0;9959827.0;alta
ES;ESPIRITO-SANTENSE;mesorregiao;532.0;10305255.0;200981.0;6376372.0;9679757.0;alta
ES;ALTO SÃO MATEUS;microrregiao;5780.0;231.0;90.0;5368.0;;alta
ES;ECOPORANGA;municipio;360.0;856.0;80.0;2237.0;;alta
ES;MONTANHA;municipio;2605.0;520.0;10.0;1277.0;;alta
ES;MUCURICI;municipio;815.0;1854.0;;;;alta
ES;COLATJNA;microrregiao;;114814.0;12575.0;;74866.0;alta
ES;BAIXO GUANDU;municipio;3790.0;339.0;13714.0;;;alta
ES;BARRA DE SÃO FRANCISCO;municipio;25395.0;3502.0;20.0;9339.0;;alta
ES;BOA ESPERANÇA;municipio;524.0;150.0;1054.0;;;alta
ES;COLATINA;municipio;30110.0;2563.0;1110.0;20978.0;;alta
ES;MANTENOPOL IS;municipio;;330.0;1672.0;;4549.0;alta
ES;MARILANOIA;municipio;;3726.0;537.0;;824.0;alta
ES;NOVA VENECIA;municipio;13268.0;1074.0;170.0;5099.0;;alta
ES;PANCAS;municipio;15691.0;546.0;10183.0;;;alta
ES;SÃO GABRIEL DA PALHA;municipio;21980.0;2192.0;49.0;9126.0;;alta
ES;BAIXADA ESPIRITO-SANTENSE;microrregiao;579525.0;22359.0;394.0;553329.0;;alta
ES;ARACRUZ;municipio;32381.0;431.0;20781.0;;;alta
ES;CONCEIÇÃO DA BARRA;municipio;150.0;432.0;300.0;1333.0;;alta
ES;FUNDÃO;municipio;;1182.0;64.0;;761.0;alta
ES;JAGUARE;municipio;6024.0;546.0;50.0;2257.0;;alta
ES;UNHARES;municipio;518150.0;932.0;18.0;494165.0;;alta
ES;PEDRO CANAR I;municipio;;6604.0;158.0;;6424.0;alta
ES;PINHEIROS;municipio;4020.0;428.0;3202.0;;;alta
ES;RIO BANANAL;municipio;2388.0;595.0;788.0;;;alta
ES;SÃO MATEUS;municipio;8626.0;18773.0;26.0;22618.0;;alta
ES;COL. SERRANA ESPIRITO-SANTENSE;microrregiao;529.0;7951287.0;134728.0;6374220.0;7450011.0;alta
ES;AFONSO CLAUDIO;municipio;;8927.0;11516.0;;49782.0;alta
ES;ALFREDO CHAVES;municipio;1292545.0;1979.0;1292775.0;;;alta
ES;DOMINGOS MARTINS;municipio;529.0;500639.0;70544.0;6365910.0;;alta
ES;IBIRAÇU;municipio;;14620.0;250.0;;12853.0;alta
ES;ITAGUAÇU;municipio;5455.0;698.0;150.0;7785.0;;alta
ES;ITARANA;municipio;14074.0;255.0;17.0;4757.0;;alta
ES;SANTA LEOPOLDINA;municipio;982154.0;48775.0;8107.0;676649.0;;alta
ES;SANTA TERESA;municipio;132873.0;711.0;205186.0;;;alta
ES;VERTENTE ORIENTAL DO CAPARAO;microrregiao;1303326.0;12308.0;80.0;1234046.0;;alta
ES;CASTELO;municipio;;;;;;alta
ES;CONCEIÇÃO DO CASTELO;municipio;;;;;;alta
ES;IBATIBA;municipio;1191.0;563.0;10.0;1500.0;;alta
ES;MUNIZ FREIRE;municipio;;;;;;alta
ES;CACHOEIRO DE ITAPEMIRIM;microrregiao;327294.0;11099.0;95.0;347627.0;;alta
ES;ALEGRE;municipio;;;;;;alta
ES;APIACA;municipio;;14570.0;224.0;;6418.0;alta
ES;ATILIO VIVACQUA;municipio;1719.0;138.0;1639.0;;;alta
ES;BOM JESUS DO NORTE;municipio;;12275.0;90.0;;895.0;alta
ES;CACHOEIRO DE ITAPEMIRIM;municipio;;;;;;alta
ES;DIVINO DE SÃO LOURENÇO;municipio;;626.0;87.0;;460.0;alta
ES;DORES DO RIO PRETO;municipio;19274.0;130.0;4339.0;;;alta
ES;GUAÇUI;municipio;;;;;;alta
ES;VITORIA;mesorregiao;292417.0;16.0;62.0;280070.0;;alta
ES;VITORIA;microrregiao;292417.0;2016.0;62.0;280070.0;;alta
ES;CARIACICA;municipio;;;800.0;;815.0;alta
ES;SERRA;municipio;;;602.0;;174.0;alta
ES;VIANA;municipio;7695.0;696.0;8421.0;;;alta
ES;VILA VELHA;municipio;282220.0;366.0;270660.0;;;alta
ES;VITORIA;municipio;;;100.0;;;alta
GO;TOTAIS;total;59.0;7560584.0;258494.0;298659.0;7298664.0;media
GO;NORDESTE GOIANO;mesorregiao;145848.0;16657.0;777.0;211016.0;;media
GO;SÃO MIGUEL DO ARAGUAIA;microrregiao;481.0;4650.0;;;;media
GO;CAIXAS;municipio;40.0;2599.0;10143.0;;;media
GO;MOZAALANDIA;municipio;;;803.0;;1441.0;media
GO;MUNDO NOVO;municipio;;320.0;110.0;;551.0;media
GO;NOVA CAIXAS;municipio;72.0;473.0;7.0;;;media
GO;SÃO MIGUEL DO ARAGUAIA;municipio;;49.0;665.0;;1666.0;media
GO;RIO VERMELHO;microrregiao;120109.0;7197.0;737.0;159484.0;;media
GO;ARAGUAPAZ;municipio;784.0;1275.0;;;;media
GO;ARUANÂ;municipio;30.0;250.0;902.0;;;media
GO;BRITANIA;municipio;;;;;418.0;media
GO;GOIAS;municipio;119879.0;3883.0;28849.0;;;media
GO;ITAPIRAPUÃ;municipio;;140.0;985.0;;4160.0;media
GO;JUS SARA;municipio;;60.0;1295.0;;23880.0;media
GO;ARAGARÇAS;microrregiao;25258.0;40.0;36724.0;;;media
GO;ARAGARÇAS;municipio;;24710.0;20.0;;546.0;media
GO;ARENOPOLIS;municipio;;;747.0;;4836.0;media
GO;BALIZA;municipio;;;718.0;;4681.0;media
GO;BOM JARDIM DE GOIAS;municipio;671.0;4147.0;;;;media
GO;OIORAMA;municipio;;200.0;95.0;;3285.0;media
GO;MONTES CLAROS DE GOIAS;municipio;;12.0;1081.0;;11094.0;media
GO;PIRANHAS;municipio;;336.0;1478.0;;8135.0;media
GO;NORTE GO (ANO;mesorregiao;6267.0;27846.0;532.0;215383.0;;media
GO;PORANGATU;microrregiao;6013.0;20894.0;1112.0;187209.0;;media
GO;CAMP I NAÇU;municipio;20.0;2384.0;12819.0;;;media
GO;CAMP I NORTE;municipio;2326.0;;;;;media
GO;ESTRELA DO NORTE;municipio;191.0;;;;;media
GO;FORMOSO;municipio;521.0;50.0;;;;media
GO;MARA ROSA;municipio;50.0;1255.0;30.0;;;media
GO;MINAÇU;municipio;1214.0;49.0;;;;media
GO;MUTUNOPOLIS;municipio;32.0;237.0;;;;media
GO;PORANGATU;municipio;5180.0;2435.0;27763.0;;;media
GO;SANTA TEREZA DE GOIAS;municipio;;;315.0;;1111.0;media
GO;URUAÇU;municipio;10.0;1251.0;;;;media
GO;CHAPADA DOS VEADEIROS;microrregiao;254.0;6952.0;;;;media
GO;ALTO PARA ISO OE GOIAS;municipio;;;509.0;;1139.0;media
GO;CAMPOS BELOS;municipio;60.0;1509.0;;;;media
GO;CAVALCANTE;municipio;100.0;2733.0;13358.0;;;media
GO;MONTE ALEGRE DE GOIAS;municipio;824.0;20.0;4721.0;;;media
GO;NOVA ROMA;municipio;1565.0;4202.0;;;;media
GO;SÃO JOÃO O' ALIANÇA;municipio;94.0;808.0;3245.0;;;media
GO;CENTRO GOIANO;mesorregiao;48.0;4714006.0;88032.0;56520.0;4657508.0;media
GO;CERES;microrregiao;;67583.0;18936.0;;158284.0;media
GO;BARRO ALTO;municipio;664.0;1355.0;;;;media
GO;CARMO DO RIO VERDE;microrregiao;100.0;848.0;60.0;9081.0;;media
GO;CERES;microrregiao;1713.0;330.0;13286.0;;;media
GO;GOIANESIA;microrregiao;26613.0;2530.0;6256.0;;;media
GO;HIOROLINA;microrregiao;;;;;;media
GO;I,TAPACI;microrregiao;505.0;5627.0;;;;media
GO;I T APURANGA;microrregiao;370.0;2818.0;40.0;24152.0;;media
GO;NOVA AMERICA;microrregiao;95.0;2859.0;;;;media
GO;NOVA GLORIA;microrregiao;684.0;7074.0;;;;media
GO;PILAR OE GOIAS;microrregiao;2379.0;13078.0;;;;media
GO;RIALMA;microrregiao;;;;;;media
GO;RIANAPOLIS;microrregiao;;;;;;media
GO;RUBIATABA;microrregiao;40500.0;3134.0;61025.0;;;media
GO;SANTA ISABEL;microrregiao;223.0;2932.0;;;;media
GO;URUANA;microrregiao;1735.0;130.0;4997.0;;;media
GO;ANAPOLIS;microrregiao;2232088.0;36673.0;877.0;2155087.0;;media
GO;ANAPOLIS;microrregiao;;;;266499.0;;media
GO;ARAÇU;microrregiao;;;;;;media
GO;BRAZABRANTES;microrregiao;;;;;;media
GO;CATURAI;microrregiao;;;;30.0;;media
GO;DAMOLANDIA;microrregiao;;;;;;media
GO;HEI TORAI;microrregiao;;;;30.0;;media
GO;INHUMAS;microrregiao;;;;32186.0;;media
GO;ITABERAI;microrregiao;1507280.0;1535.0;1414465.0;;;media
GO;ITAGUARU;microrregiao;;;;20.0;;media
GO;ITAUÇU;microrregiao;38460.0;607.0;40580.0;;;media
GO;JARAGUA;microrregiao;;;;;;media
GO;NOVA VENEZA;microrregiao;;;;39660.0;;media
GO;OURO VERDE DE GO IAS;microrregiao;;;;35.0;;media
GO;PETROLINA DE GOIAS;microrregiao;;;;150.0;;media
GO;SANTA ROSA DE GO IAS;microrregiao;;;;20.0;;media
GO;SÃO FRANCISCO DE GOIAS;microrregiao;15040.0;954.0;303.0;18886.0;;media
GO;TAQUARAL DE GOIAS;microrregiao;;;;43600.0;;media
GO;IPORA;microrregiao;460.0;4853.0;50.0;41844.0;;media
GO;AMORINOPOLIS;microrregiao;;;;80.0;;media
GO;CACHOEIRA DE GOIAS;microrregiao;;;;;;media
GO;CORREGO;microrregiao;90.0;342.0;5074.0;;;media
GO;FAZENDA NOVA;microrregiao;347.0;50.0;15209.0;;;media
GO;IPORA;microrregiao;290.0;1137.0;9655.0;;;media
GO;ISRAELANDIA;microrregiao;;;;;;media
GO;IVOLANDIA;microrregiao;;;;;;media
GO;JAUPACI;microrregiao;;;;;;media
GO;MOIPORA;microrregiao;131.0;1090.0;;;;media
GO;NOVO BRASIL;microrregiao;1839.0;4203.0;;;;media
GO;ANICUNS;microrregiao;25763.0;9875.0;155.0;67801.0;;media
GO;AMERICANO DO BRASIL;microrregiao;;;;;;media
GO;ANICUNS;microrregiao;;;;;;media
GO;AURILANDIA;microrregiao;;;;;;media
GO;AVELINOPOLIS;microrregiao;1583.0;4219.0;;;;media
GO;FIRMINOPOLIS;microrregiao;;;;;;media
GO;MOSSAMEDES;microrregiao;203.0;1462.0;100.0;9554.0;;media
GO;NAZARIO;microrregiao;50.0;281.0;2136.0;;;media
GO;SANCLERLANDI A;microrregiao;640.0;472.0;4593.0;;;media
GO;SANTA BARBARA DE GOIAS;microrregiao;70.0;634.0;391.0;;;media
GO;TURVANIA;microrregiao;50.0;420.0;2780.0;;;media
GO;LESTE GOIANO;mesorregiao;;;2144189.0;;1533585.0;media
GO;VÂO DO PARANÂ;microrregiao;;;12242.0;;31676.0;media
GO;AL VOR-.OA DO NORTE;municipio;;;2000.0;;1512.0;media
GO;DAMIANOPOLIS;municipio;;;;;1657.0;media
GO;FLORES DE GOIAS;municipio;;;102.0;;597.0;media
GO;GALHEIROS;municipio;;;;;540.0;media
GO;GUARANI OE GOIAS;municipio;;;;;2043.0;media
GO;IACIARA;municipio;;;40.0;;1519.0;media
GO;MAMBAI;municipio;;;;;5243.0;media
GO;POSSE;municipio;;;10100.0;;14478.0;media
GO;SÃO DOMINGOS;municipio;;;;;2409.0;media
GO;SITIO D'ABADIA;municipio;;;;;1678.0;media
GO;ENTORNO OE BRASILIA;microrregiao;;;2131947.0;;501909.0;media
GO;ABADIANIA;municipio;;;4700.0;;13615.0;media
GO;ALEXANIA;municipio;;;295029.0;;270829.0;media
GO;CABECEIRAS;municipio;;;300.0;;3812.0;media
GO;CORUMBA OE GOIAS;municipio;;;2100.0;;34126.0;media
GO;CRISTALINA;municipio;;;48580.0;;52436.0;media
GO;FORMOSA;municipio;;;1220.0;;7345.0;media
GO;LUZIANIA;municipio;;;1770641.0;;1048067.0;media
GO;PADRE BERNARDO;municipio;;;700.0;;10463.0;media
GO;PJRENOPOLIS;municipio;;;6360.0;;47528.0;media
GO;PLANAL TINA;municipio;;;1442.0;;7473.0;media
GO;SANTO ANTONIO DO DESCOBERTO;municipio;875.0;964.0;6215.0;;;media
GO;SUL GOIANO;mesorregiao;;;550274.0;;681172.0;media
GO;SUOOES TE DE GO IAS;microrregiao;;;175510.0;;127794.0;media
GO;APORE;municipio;;;680.0;;1115.0;media
GO;CAIAPONIA;municipio;;;;;3197.0;media
GO;DOVERLANOIA;municipio;;;;;2595.0;media
GO;.JATAI;municipio;;;3591.0;;7.0;media
GO;MAURILANOIA;municipio;;;;;1270.0;media
GO;MINEIROS;municipio;;;4388.0;;10757.0;media
GO;PORTELANOIA;municipio;;;30.0;;866.0;media
GO;RIO VERDE;municipio;;;163187.0;;84463.0;media
GO;SANTA HELENA DE GOIAS;municipio;;;2657.0;;11782.0;media
GO;SANTA RITA;municipio;;;;;2674.0;media
GO;SERRANOPOLIS;municipio;;;977.0;;2039.0;media
GO;VALE DO RIO DOS BOIS;microrregiao;;;1345.0;;59517.0;media
GO;ACREUNA;municipio;;;305.0;;5283.0;media
GO;CAMPESTRE DE GDIAS;municipio;;;;;2689.0;media
GO;EDEIA;municipio;;;;;8351.0;media
GO;INDIARA;municipio;;;190.0;;3902.0;media
GO;JANDAIA;municipio;;;;;7712.0;media
GO;PALMEIRAS PE GOIAS;municipio;;;500.0;;19866.0;media
MG;TOTAIS;total;10670.0;71918928.0;3586255.0;117498118.0;72794749.0;media
MG;NORDESTE MINEIRO;mesorregiao;;427970.0;;;505946.0;media
MG;SANFRANCISCANA OE JANUARIA;microrregiao;54974.0;9571.0;112.0;70109.0;;media
MG;ITACARAMBI;municipio;;;;;719.0;media
MG;JANUARIA;municipio;49352.0;1217.0;20.0;39291.0;;media
MG;MANGA;municipio;5500.0;3978.0;40.0;7752.0;;media
MG;MONTALVANIA;municipio;;16.0;;;3551.0;media
MG;SÃO FRANCISCO;municipio;106.0;3323.0;22.0;18796.0;;media
MG;SERRA GERAL OE MINAS;microrregiao;9008.0;7963.0;329.0;30568.0;;media
MG;ESPINOSA;municipio;1465.0;1627.0;127.0;12143.0;;media
MG;MATO VERDE;municipio;652.0;711.0;108.0;2222.0;;media
MG;MONTE AZUL;municipio;3891.0;3101.0;55.0;4895.0;;media
MG;PORTEIRINHA;municipio;2922.0;1999.0;34.0;7501.0;;media
MG;RIACHO DOS MACHADOS;municipio;78.0;525.0;3807.0;;;media
MG;CHAPADÕES DO PARACATU;microrregiao;;353844.0;;;400644.0;media
MG;ARINOS;municipio;175.0;20.0;1199.0;;;media
MG;BONFINOPOLIS DE MINAS;municipio;582.0;1818.0;15056.0;;;media
MG;BURITIS;municipio;40.0;693.0;2820.0;;;media
MG;FORMOSO;municipio;5155.0;;;;;media
MG;GUARDA-MOR;municipio;556.0;375.0;1513.0;;;media
MG;JOÃO PINHEIRO;municipio;250.0;998.0;13083.0;;;media
MG;LAGAMAR;municipio;153.0;878.0;5438.0;;;media
MG;PARACATU;municipio;196170.0;2067.0;177103.0;;;media
MG;PRESIDENTE OLEGARIO;municipio;11190.0;3077.0;38.0;30691.0;;media
MG;UNAI;municipio;138203.0;5755.0;50.0;137012.0;;media
MG;VAZANTE;municipio;;6700.0;;;5896.0;media
MG;ALTO-MEDI O SÃO FRANCISCO;microrregiao;10144.0;3586.0;4625.0;;;media
MG;BURITIZEIRO;municipio;50.0;1300.0;1503.0;;;media
MG;PIRAPORA;municipio;10005.0;1036.0;273.0;;;media
MG;SANTA FE OE MINAS;municipio;50.0;767.0;986.0;;;media
MG;SÃO ROMÃO;municipio;;39.0;;;1863.0;media
MG;NORDESTE MINEIRO;mesorregiao;;2271331.0;;;2225122.0;media
MG;ALTO RIO PARDO;microrregiao;49514.0;8325.0;63.0;61833.0;;media
MG;AGUAS VERMELHAS;municipio;484.0;1909.0;;;;media
MG;RIO PARDO DE MINAS;municipio;;;;;17067.0;media
MG;RUBELITA;municipio;25.0;956.0;6507.0;;;media
MG;SALINAS;municipio;49481.0;1809.0;29965.0;;;media
MG;SÃO JOÃO DO PARAISO;municipio;1065.0;26.0;3992.0;;;media
MG;TAIOBEIRAS;municipio;1316.0;2393.0;;;;media
MG;MONTES CLAROS;microrregiao;2178299.0;29007.0;15311.0;1789272.0;;media
MG;BOCAIUVA;municipio;200.0;11210.0;110.0;16525.0;;media
MG;BRASILIA DE MINAS;municipio;300.0;1105.0;20.0;;;media
MG;CAPITÃO ENEAS;municipio;1500.0;288.0;15.0;906.0;;media
MG;CLARO DOS POÇÕES;municipio;;;;;5459.0;media
MG;CORAÇÃO DE JESUS;municipio;210.0;524.0;25866.0;;;media
MG;ENGENHEIRO NAVARRO;municipio;;400.0;;;903.0;media
MG;FRANCISCO DUMONT;municipio;277.0;30.0;899.0;;;media
MG;FRANCISCO SA;municipio;21950.0;2396.0;28803.0;;;media
MG;(BIAI;municipio;;;;;;media
MG;JANAUBA;municipio;10723.0;933.0;50.0;17237.0;;media
MG;JEQUITAI;municipio;;;30.0;;;media
MG;JURAMENTO;municipio;;;470.0;;15.0;media
MG;LAGOA DOS PATOS;municipio;;;;;;media
MG;MIRABELA;municipio;250.0;1676.0;30.0;5175.0;;media
MG;MONTES CLAROS;municipio;2141750.0;4288.0;13890.0;1639731.0;;media
MG;SÃO JOÃO DA PONTE;municipio;160.0;1691.0;949.0;15270.0;;media
MG;USAI;municipio;56.0;1523.0;102.0;6014.0;;media
MG;VARZELANDIA;municipio;;;300.0;;100.0;media
MG;MINERADORA DO ALTO JEQUITINHONHA;microrregiao;325.0;4176.0;71.0;21533.0;;media
MG;BOTUMIRIM;municipio;302.0;882.0;32.0;3319.0;;media
MG;CRISTAL IA;municipio;445.0;10.0;2671.0;;;media
MG;GRÃO MOGOL;municipio;23.0;2072.0;19.0;11172.0;;media
MG;ITACAMBIRA;municipio;777.0;10.0;4371.0;;;media
MG;PASTOR( L DE PEDRA AZUL;microrregiao;2216.0;14626.0;76.0;73249.0;;media
MG;ANDRE FERNANDES;municipio;42.0;1222.0;1194.0;;;media
MG;ARAÇUAI;municipio;18.0;651.0;25.0;10218.0;;media
MG;CARAI;municipio;10.0;1842.0;30.0;5484.0;;media
MG;COMERCINHO;municipio;;;;;;media
MG;CORONEL MURT A;municipio;650.0;230.0;11.0;3357.0;;media
MG;ITAOBIM;municipio;;;;;;media
MG;(TINGA;municipio;;;400.0;;;media
MG;MEDINA;municipio;;;120.0;;;media
MG;NOVO CRUZEIRO;municipio;956.0;5571.0;25948.0;;;media
MG;PADRE PARAISO;municipio;;;;;10.0;media
MG;PEDRA AZUL;municipio;;;20.0;;;media
MG;VIRGEM DA LAPA;municipio;680.0;6971.0;;;;media
MG;PASTOR( L OE ALMENARA;microrregiao;113.0;5873.0;35.0;8308.0;;media
MG;ALMENARA;municipio;;;;;;media
MG;BANDEIRA;municipio;;;50.0;;35.0;media
MG;FELISBURGO;municipio;;;;;;media
MG;JACINTO;municipio;;;;;;media
MG;JEQUITINHONHA;municipio;;;;;;media
MG;JOAIMA;municipio;;;30.0;;;media
MG;JOROANIA;municipio;321.0;;;;;media
MG;RUBIM;municipio;117.0;130.0;;;;media
MG;SAL TO DA DIVISA;municipio;;;;;;media
MG;SANTA MARIA DO SAL TO;municipio;;;;;;media
MG;SANTO ANTONIO DO JACINTO;municipio;33.0;1995.0;2244.0;;;media
MG;MINERADORA DE DIAMANTINA;microrregiao;808.0;23900.0;836.0;203873.0;;media
MG;BERILO;municipio;;;;;;media
MG;CAPELINHA;municipio;182.0;3015.0;203.0;7006.0;;media
MG;CARBONITA;municipio;591.0;829.0;;;;media
MG;CHAPADA DO NORTE;municipio;1972.0;18.0;16464.0;;;media
MG;COUTO OE MAGALHÃES DE MINAS;municipio;;;;;;media
MG;DATAS;municipio;;;;;;media
MG;DIAMANTINA;municipio;1886.0;4604.0;;;;media
MG;FELICIO DOS SANTOS;municipio;909.0;4774.0;;;;media
MG;FELISBERTO CALDEIRA;municipio;48.0;241.0;691.0;;;media
MG;FRANCISCO BADARO;municipio;14.0;780.0;35.0;26503.0;;media
MG;GOUVEA;municipio;;;;;;media
MG;ITAMARANDIBA;municipio;70.0;3941.0;110.0;31748.0;;media
MG;MINAS NOVAS;municipio;;;;;145.0;media
MG;PRESIDENTE KUBITSCHEK;municipio;;;;;;media
MG;SENADOR MODESTINO GONÇALVES;municipio;1061.0;6878.0;;;;media
MG;SERRO;municipio;470.0;2236.0;198.0;6186.0;;media
MG;TURMALINA;municipio;15.0;2167.0;122.0;17610.0;;media
MG;TEOFILO OTONI;microrregiao;11735.0;17595.0;285.0;49255.0;;media
MG;FREI GASPAR;municipio;20.0;360.0;319.0;;;media
MG;ITAIPE;municipio;1111.0;3086.0;;;;media
MG;LADAINHA;municipio;20.0;1229.0;10.0;6794.0;;media
MG;MALACACHET A;municipio;1060.0;5871.0;90.0;14938.0;;media
MG;PAVÃO;municipio;275.0;30.0;518.0;;;media
MG;POTE;municipio;3800.0;680.0;5928.0;;;media
MG;TEOFILO OTONI;municipio;6835.0;8069.0;150.0;17672.0;;media
MG;PASTORIL OE NANUQUE;microrregiao;28321.0;4330.0;40.0;17799.0;;media
MG;AGUAS FORMOSAS;municipio;15.0;549.0;10.0;494.0;;media
MG;ATALEIA;municipio;1493.0;1298.0;2862.0;;;media
MG;BERTOPOLIS;municipio;66.0;257.0;;;;media
MG;CARLOS CHAGAS;municipio;713.0;443.0;1628.0;;;media
MG;FRONTEIRA DOS VALES;municipio;;;;613.0;30.0;media
MG;MACHACAL IS;municipio;;;;50.0;;media
MG;NANUQUE;municipio;;;;438.0;;media
MG;OURO VERDE OE MI NAS;municipio;8000.0;513.0;3559.0;;;media
MG;SERRA DOS AI MORES;municipio;;;;260.0;;media
MG;UMBURATIBA;municipio;;;;100.0;;media
MG;CENTRO-OESTE MINEIRO;mesorregiao;3077286.0;49769.0;875.0;2996387.0;;media
MG;MEDI O RIO DAS VELHAS;microrregiao;71730.0;24817.0;120.0;115025.0;;media
MG;AUGUSTO DE LIMA;municipio;54954.0;675.0;56048.0;;;media
MG;BUENOPOLIS;municipio;;;;312.0;;media
MG;CORINTO;municipio;;;;18219.0;;media
